Clima,Conocimiento_sobre_plantas,Especie_planta,Mantiene_Planta_Tóxica,Tiempo_de_dedicacion,Preferencia_tonos,Tipo_vivienda,Toxic_Yes
Andino,Me he informado bastante,Helecho de Boston,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Costilla de Adán,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Begonia rex,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Fittonia,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Palo de Brasil,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Pothos,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Planta de serpiente/ Espada de San Jorge,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Orquídea phalaenopsis,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Cactus de jade,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Crasula/ Suculenta de Jade,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Ficus benjamina,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Echeveria,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Dieffenbachia,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Lavanda,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Geranio,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
Andino,Me he informado bastante,Begonia,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Helecho de Boston,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Tradescantia,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Aloe vera,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Aeonium,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Lavanda,Sí,Cuando me acuerdo,Me es indiferente,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,No,Les hago bastante caso,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Espatifilo,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Helecho de Boston,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Peperomia,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Echeveria,Sí,Cuando me acuerdo,Fríos,Adosado,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Espatifilo,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Begonia rex,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Violeta africana,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Cactus de jade,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Crasula/ Suculenta de Jade,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Aloe vera,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Cactus de bola,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Echeveria,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Begonia,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Cinta,No,Cuando me acuerdo,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Filodendro,No,Cuando me acuerdo,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Pothos,No,Cuando me acuerdo,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Aloe vera,No,Cuando me acuerdo,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Sedum,No,Cuando me acuerdo,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Planta de araña,No,Cuando me acuerdo,Me es indiferente,Chalet,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Dracaena marginata,No,Cuando me acuerdo,Me es indiferente,Chalet,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Cinta,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Espatifilo,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Helecho de Boston,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Costilla de Adán,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Pilea,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Violeta africana,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Pothos,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Orquídea phalaenopsis,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Ficus benjamina,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Planta de araña,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Hiedra inglesa,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Philodendron,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Lavanda,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Costilla de Adán,No,Todos los días compruebo su estado,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Begonia rex,No,Todos los días compruebo su estado,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Fittonia,No,Todos los días compruebo su estado,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Ficus lyrata,No,Todos los días compruebo su estado,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Cactus de jade,No,Todos los días compruebo su estado,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Aloe vera,No,Todos los días compruebo su estado,Me es indiferente,Apartamento,0.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Tengo nociones básicas,Cactus de bola,No,Todos los días compruebo su estado,Me es indiferente,Apartamento,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Lavanda,No,Cuando me acuerdo,Me es indiferente,Adosado,0.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Geranio,No,Cuando me acuerdo,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Tengo nociones básicas,Cactus de bola,Sí,Les hago bastante caso,Fríos,Apartamento,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Costilla de Adán,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Orquídea phalaenopsis,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Crasula/ Suculenta de Jade,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Aloe vera,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Echeveria,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Lavanda,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Geranio,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Petunia,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",Tengo nociones básicas,Begonia,Sí,La verdad que no,Fríos,Chalet,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Aloe vera,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Cactus de bola,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Haworthia,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Planta de araña,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Hiedra inglesa,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Croton,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",Tengo nociones básicas,Hosta,Sí,Les hago bastante caso,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Costilla de Adán,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Pilea,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Violeta africana,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Planta de serpiente/ Espada de San Jorge,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Ficus lyrata,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Lavanda,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Salvia,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Fucsia,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Soy un/a experto/a,Caléndula,Sí,Todos los días compruebo su estado,Me es indiferente,Apartamento,1.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Aloe vera,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Echeveria,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Agave,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Palmera de bambú,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Nephthytis,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Lavanda,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Geranio,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",Me he informado bastante,Petunia,No,Les hago bastante caso,Me es indiferente,Adosado,0.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Tengo nociones básicas,Cactus de jade,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Tengo nociones básicas,Hiedra inglesa,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",Tengo nociones básicas,Dieffenbachia,Sí,Cuando me acuerdo,Fríos,Apartamento,1.0
"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",Me he informado bastante,Helecho de Boston,Sí,Cuando me acuerdo,Cálidos,Apartamento,1.0
